LEName,WellName,CorpID,ForecastGeneratedFrom,Wedge,LE_Date,Update_Date,Update_User
ProductionForecast_Getulio,Allosaurus 3 H,14402359-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:00:37.000,Travis Comer
ProductionForecast_Getulio,Allosaurus 3 H B,14402559-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:00:43.000,Travis Comer
ProductionForecast_Getulio,Denali 3 H B,14404208-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:00:49.000,Travis Comer
ProductionForecast_Getulio,Ttops 2 H,14404359-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:00:56.000,Travis Comer
ProductionForecast_Getulio,Rockies 4 H B,14406376-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:00:12.000,Travis Comer
ProductionForecast_Getulio,Bronto 3 H,14412265-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:01:40.000,Travis Comer
ProductionForecast_Getulio,Bronto 3 H B,14412447-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:01:46.000,Travis Comer
ProductionForecast_Getulio,Pluto 2 H B,14429980-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:01:02.000,Travis Comer
ProductionForecast_Getulio,Callisto 2 H B,14443485-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:01:27.000,Travis Comer
ProductionForecast_Getulio,Roo 2 H,14448851-000,,2020 NWD,2020-02-01 00:00:00.000,2020-02-11 14:01:52.000,Travis Comer
ProductionForecast_Getulio,Europa 1 H,14452960-000,,2019 NWD,2020-02-01 00:00:00.000,2020-02-11 14:01:34.000,Travis Comer
ProductionForecast_Getulio,Dracorex 1 H,14453509-000,,,2020-02-01 00:00:00.000,2020-02-11 14:01:59.000,Travis Comer
ProductionForecast_Getulio,2018 NWD Unplanned 3PG,2018 NWD Unplanned 3PG,,,2020-02-01 00:00:00.000,2020-02-11 14:03:51.000,Travis Comer
ProductionForecast_Getulio,2018 NWD Unplanned Ops,2018 NWD Unplanned Ops,,,2020-02-01 00:00:00.000,2020-02-11 14:03:33.000,Travis Comer
ProductionForecast_Getulio,2019 NWD FHM,2019 NWD FHM,,,2020-02-01 00:00:00.000,2020-02-11 14:04:16.000,Travis Comer
ProductionForecast_Getulio,2019 NWD Unplanned 3PG,2019 NWD Unplanned 3PG,,,2020-02-01 00:00:00.000,2020-02-11 14:04:04.000,Travis Comer
ProductionForecast_Getulio,2019 NWD Unplanned Ops,2019 NWD Unplanned Ops,,,2020-02-01 00:00:00.000,2020-02-11 14:03:58.000,Travis Comer
ProductionForecast_Getulio,Angie,Angie,,Base,2020-02-01 00:00:00.000,2020-02-11 13:53:19.000,Travis Comer
ProductionForecast_Getulio,Apato 1H,Apato 1H,,,2020-02-01 00:00:00.000,2020-02-11 14:02:43.000,Travis Comer
ProductionForecast_Getulio,Base FHM,Base FHM,,,2020-02-01 00:00:00.000,2020-02-11 14:04:10.000,Travis Comer
ProductionForecast_Getulio,Base Unplanned 3PG,Base Unplanned 3PG,,,2020-02-01 00:00:00.000,2020-02-11 14:03:43.000,Travis Comer
ProductionForecast_Getulio,Base Unplanned Ops,Base Unplanned Ops,,,2020-02-01 00:00:00.000,2020-02-11 14:03:24.000,Travis Comer
ProductionForecast_Getulio,Blocker,Blocker,,Base,2020-02-01 00:00:00.000,2020-02-11 13:53:26.000,Travis Comer
ProductionForecast_Getulio,Brookeland,Brookeland,,,2020-02-01 00:00:00.000,2020-02-11 13:53:33.000,Travis Comer
ProductionForecast_Getulio,Concavenator 2H,Concavenator 2H,,,2020-02-01 00:00:00.000,2020-02-11 14:03:15.000,Travis Comer
ProductionForecast_Getulio,CW 2015 NWD,CW 2015 NWD,,,2020-02-01 00:00:00.000,2020-02-11 13:53:40.000,Travis Comer
ProductionForecast_Getulio,CW 2016 NWD,CW 2016 NWD,,,2020-02-01 00:00:00.000,2020-02-11 13:53:47.000,Travis Comer
ProductionForecast_Getulio,East Carthage,East Carthage,,Base,2020-02-01 00:00:00.000,2020-02-11 13:53:54.000,Travis Comer
ProductionForecast_Getulio,"Europa 2HB ","Europa 2HB ",,,2020-02-01 00:00:00.000,2020-02-11 14:03:02.000,Travis Comer
ProductionForecast_Getulio,Europa 3HU,Europa 3HU,,,2020-02-01 00:00:00.000,2020-02-11 14:03:09.000,Travis Comer
ProductionForecast_Getulio,Fox,Fox,,,2020-02-01 00:00:00.000,2020-02-11 13:54:01.000,Travis Comer
ProductionForecast_Getulio,Ganymede 1H,Ganymede 1H,,,2020-02-01 00:00:00.000,2020-02-11 14:02:05.000,Travis Comer
